Job Title,Location,Salary,Monthly Salary,Locality,City,State,Annual Salary,Salary Level,Work Mode
Business Development,Remote,"From ₹30,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Quality Analyst / Software Tester / Manual Tester,Delhi,Not specified,,Delhi,Delhi,Delhi,,High Standard Salary,Onsite
Immediate hiring for freshers,"Coimbatore, Tamil Nadu","From ₹10,000 a month",,,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
HR Recruiter (IT/Non IT) Freshers,"Bengaluru, Karnataka","₹2,50,000 a year",250000.0,,Bengaluru,Karnataka,3000000.0,Above Medium Standard Salary,Onsite
Sales Executive- Freshers can apply,"Coimbatore, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,,Coimbatore,Tamil Nadu,210000.0,Market Standard Salary,Onsite
Coding Freshers,India,Not specified,,India,India,India,,High Standard Salary,Onsite
Data Mining (Freshers from Nagpur Location Only),"Nagpur, Maharashtra","₹8,500 - ₹12,000 a month",10250.0,,Nagpur,Maharashtra,123000.0,Market Standard Salary,Onsite
Power App Trainee (Freshers),"Thiruvananthapuram, Kerala","₹12,000 - ₹25,000 a month",18500.0,,Thiruvananthapuram,Kerala,222000.0,Market Standard Salary,Onsite
Technical fresher,"Noida, Uttar Pradesh",Not specified,,,Noida,Uttar Pradesh,,High Standard Salary,Onsite
Data Entry Operator Fresher,"Udyog Bhawan, Delhi, Delhi","₹16,000 - ₹20,000 a month",18000.0,Udyog Bhawan,Delhi,Delhi,216000.0,Market Standard Salary,Onsite
Medical Biller - DME USA,"Delhi, Delhi","₹20,000 a month",20000.0,,Delhi,Delhi,240000.0,Market Standard Salary,Onsite
Logistics Executive,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Area Executive (Agri / Milk Procurement),"Bijawar, Madhya Pradesh",Not specified,,,Bijawar,Madhya Pradesh,,High Standard Salary,Onsite
Full Stack Development Intern,"Lucknow, Uttar Pradesh","Up to ₹3,00,000 a year",,,Lucknow,Uttar Pradesh,,High Standard Salary,Onsite
Data Entry Operator,"Balasore, Orissa",Not specified,,,Balasore,Orissa,,High Standard Salary,Onsite
Marketing Intern,"Ramanathapuram, Tamil Nadu","₹8,000 - ₹10,000 a month",9000.0,,Ramanathapuram,Tamil Nadu,108000.0,Market Standard Salary,Onsite
Management Trainee- Investments & Life Insurance for Australian Shift (Vadodara Only),"Vadodara, Gujarat","₹17,000 - ₹30,000 a month",23500.0,,Vadodara,Gujarat,282000.0,Market Standard Salary,Onsite
Data entry fresher apply now,"Noida, Uttar Pradesh","₹9,121.02 - ₹36,967.77 a month",23044.395,,Noida,Uttar Pradesh,276532.75,Market Standard Salary,Onsite
Personal assistant,"Delhi, Delhi","₹30,000 - ₹35,000 a month",32500.0,,Delhi,Delhi,390000.0,Market Standard Salary,Onsite
Greenpeace NGO - Fundraiser,"Bengaluru, Karnataka","₹27,000 - ₹30,000 a month",28500.0,,Bengaluru,Karnataka,342000.0,Market Standard Salary,Onsite
Fresher_Mumbai_Bhartiyavidya peeth,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra,,High Standard Salary,Onsite
Programmer,"Ashok Vihar, Delhi, Delhi","₹22,000 - ₹25,000 a month",23500.0,Ashok Vihar,Delhi,Delhi,282000.0,Market Standard Salary,Onsite
Freshers - Content writter,"Chinna Chokkikulam, Madurai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,Chinna Chokkikulam,Madurai,Tamil Nadu,150000.0,Market Standard Salary,Onsite
Receptionist,"Thrissur, Kerala",Not specified,,,Thrissur,Kerala,,High Standard Salary,Onsite
Service Engineer( Freshers can apply),"Coimbatore, Tamil Nadu","₹12,000 - ₹25,000 a month",18500.0,,Coimbatore,Tamil Nadu,222000.0,Market Standard Salary,Onsite
Business Development Associate,"Bengaluru, Karnataka","₹18,000 - ₹28,000 a month",23000.0,,Bengaluru,Karnataka,276000.0,Market Standard Salary,Onsite
Junior Software Engineer,"Chennai, Tamil Nadu","From ₹2,14,538.36 a year",,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Wanted Freshers from Nagamalai Pudukottai and nearby areas,"Madurai, Tamil Nadu","₹8,000 - ₹10,000 a month",9000.0,,Madurai,Tamil Nadu,108000.0,Market Standard Salary,Onsite
Duty Officer,"Kochi, Kerala","₹18,000 - ₹23,000 a month",20500.0,,Kochi,Kerala,246000.0,Market Standard Salary,Onsite
Front Office Executive,"Sholinghur, Tamil Nadu","From ₹16,000 a month",,,Sholinghur,Tamil Nadu,,High Standard Salary,Onsite
Fresher Operations Analyst (Construction),"Bengaluru, Karnataka","₹5,50,000 - ₹6,00,000 a year",575000.0,,Bengaluru,Karnataka,6900000.0,High Standard Salary,Onsite
Flutter Developer Intern,Remote,"₹13,192.39 - ₹62,082.66 a month",37637.525,Remote,Remote,Remote,451650.3,Market Standard Salary,Remote
Australian Accounting - Fresher,"Ahmedabad, Gujarat","₹15,000 - ₹50,000 a month",32500.0,,Ahmedabad,Gujarat,390000.0,Market Standard Salary,Onsite
Accounts Assistant,"Kollam, Kerala","₹12,000 - ₹15,000 a month",13500.0,,Kollam,Kerala,162000.0,Market Standard Salary,Onsite
Female Kannada Telecalling Associate,"Shimoga, Karnataka",Not specified,,,Shimoga,Karnataka,,High Standard Salary,Onsite
Trainee Application Support Executive (WFH),"Pune, Maharashtra","₹10,000 - ₹15,000 a month",12500.0,,Pune,Maharashtra,150000.0,Market Standard Salary,Onsite
freshers Intern,"Amravati, Maharashtra",Not specified,,,Amravati,Maharashtra,,High Standard Salary,Onsite
Pay Per Click / Google Adwords Expert / Performance Marketing,"Okhla, Delhi, Delhi",Not specified,,Okhla,Delhi,Delhi,,High Standard Salary,Onsite
Marketing Assistant,Remote,"₹15,000 - ₹20,000 a month",17500.0,Remote,Remote,Remote,210000.0,Market Standard Salary,Remote
Ticketing Executive,"Kurukshetra, Haryana","₹10,000 - ₹22,000 a month",16000.0,,Kurukshetra,Haryana,192000.0,Market Standard Salary,Onsite
Quality Analyst,"Saravanampatti, Coimbatore, Tamil Nadu",Not specified,,Saravanampatti,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Software Trainee,"Chennai, Tamil Nadu","From ₹3,00,000 a year",,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Scientific Analyst - Trainee,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Business Development Associate (BDA),"Peelamedu, Coimbatore, Tamil Nadu","₹12,000 - ₹25,000 a month",18500.0,Peelamedu,Coimbatore,Tamil Nadu,222000.0,Market Standard Salary,Onsite
Trainee Software Engineer,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Student Counsellor,"Kochi, Kerala","₹15,000 - ₹30,000 a month",22500.0,,Kochi,Kerala,270000.0,Market Standard Salary,Onsite
Quality Control - Trainee,"Verna, Goa",Not specified,,,Verna,Goa,,High Standard Salary,Onsite
Cast Member,"Tenkasi, Tamil Nadu","₹1,000 - ₹5,000 a day",3000.0,,Tenkasi,Tamil Nadu,36000.0,Market Standard Salary,Onsite
Accounts Assistant,"Borivali East, Mumbai, Maharashtra","₹10,000 - ₹20,000 a month",15000.0,Borivali East,Mumbai,Maharashtra,180000.0,Market Standard Salary,Onsite
Front Office,"Chamba, Himachal Pradesh","₹20,000 - ₹25,000 a month",22500.0,,Chamba,Himachal Pradesh,270000.0,Market Standard Salary,Onsite
Germany Physiotherapist,"Noida, Uttar Pradesh","₹2,00,000 a month",200000.0,,Noida,Uttar Pradesh,2400000.0,Above Medium Standard Salary,Onsite
Vacancy for BA/BBA/BCA/BSc Fresher graduates,"Baddi, Himachal Pradesh","₹1,00,000 - ₹1,50,000 a year",125000.0,,Baddi,Himachal Pradesh,1500000.0,Medium Standard Salary,Onsite
Packaging- Technical Trainee,"Jammu, Jammu and Kashmir",Not specified,,,Jammu,Jammu and Kashmir,,High Standard Salary,Onsite
Data Entry Operator,Delhi,Not specified,,Delhi,Delhi,Delhi,,High Standard Salary,Onsite
Pick Packer,"Pappanaickenpalayam, Coimbatore, Tamil Nadu","₹7,000 - ₹11,000 a month",9000.0,Pappanaickenpalayam,Coimbatore,Tamil Nadu,108000.0,Market Standard Salary,Onsite
Office Work Experience,"Samastipur, Bihar","From ₹10,000 a month",,,Samastipur,Bihar,,High Standard Salary,Onsite
Graduate Trainee,"Noida, Uttar Pradesh",Not specified,,,Noida,Uttar Pradesh,,High Standard Salary,Onsite
Quality Control,"Borivali East, Mumbai, Maharashtra",Not specified,,Borivali East,Mumbai,Maharashtra,,High Standard Salary,Onsite
Front Office Executives and Interns,"Kottayam, Kerala","From ₹22,000 a month",,,Kottayam,Kerala,,High Standard Salary,Onsite
Cashier,"Perambalur, Tamil Nadu","From ₹15,000 a month",,,Perambalur,Tamil Nadu,,High Standard Salary,Onsite
Commis 3,"Vasai, Maharashtra","₹8,000 - ₹12,000 a month",10000.0,,Vasai,Maharashtra,120000.0,Market Standard Salary,Onsite
Academic Advisor - Female,"Kochi, Kerala","₹20,000 - ₹26,000 a month",23000.0,,Kochi,Kerala,276000.0,Market Standard Salary,Onsite
Ai developer/intern,"Belgachia, Kolkata, West Bengal","₹30,000 - ₹60,000 a month",45000.0,Belgachia,Kolkata,West Bengal,540000.0,Market Standard Salary,Onsite
Accounts and HR Executive (Female Only),"Santacruz West, Mumbai, Maharashtra","Up to ₹12,000 a month",,Santacruz West,Mumbai,Maharashtra,,High Standard Salary,Onsite
Analyst - Research,"Gurugram, Haryana",Not specified,,,Gurugram,Haryana,,High Standard Salary,Onsite
Diploma Trainee,"Chhati, Chhattisgarh","₹13,000 - ₹15,000 a month",14000.0,,Chhati,Chhattisgarh,168000.0,Market Standard Salary,Onsite
Vacancy For Fresher Photography - Girnar Ropeway Gujarat,"Junagadh, Gujarat","₹12,000 - ₹14,000 a month",13000.0,,Junagadh,Gujarat,156000.0,Market Standard Salary,Onsite
"CS Management Trainee (Financial Planning & Investment) Job Location:- Vadodara, Gujarat Only","Vadodara, Gujarat","₹10,000 - ₹27,000 a month",18500.0,,Vadodara,Gujarat,222000.0,Market Standard Salary,Onsite
Life Insurance Advisor,"Cannanore, Kerala","₹25,000 - ₹50,000 a month",37500.0,,Cannanore,Kerala,450000.0,Market Standard Salary,Onsite
Cashier,"Kollam, Kerala","₹12,000 - ₹15,000 a month",13500.0,,Kollam,Kerala,162000.0,Market Standard Salary,Onsite
Research Analyst-(Entry level job for freshers),"Mohali, Punjab","₹7,000 - ₹10,000 a month",8500.0,,Mohali,Punjab,102000.0,Market Standard Salary,Onsite
BE/MCA Fresher,"Indore, Madhya Pradesh",Not specified,,,Indore,Madhya Pradesh,,High Standard Salary,Onsite
Fresh Graduates,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Personal Assistant,"Jaipura, Rajasthan","₹20,000 - ₹30,000 a month",25000.0,,Jaipura,Rajasthan,300000.0,Market Standard Salary,Onsite
Graphic Designer - Fresher,"Madurai, Tamil Nadu",Not specified,,,Madurai,Tamil Nadu,,High Standard Salary,Onsite
Technical Graduate Apprentice - India UHR,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Education Consultant,"Kasaragod, Kerala","₹12,000 - ₹25,000 a month",18500.0,,Kasaragod,Kerala,222000.0,Market Standard Salary,Onsite
Warehouse Incharge,"Payyannur, Kerala","₹20,000 - ₹28,000 a month",24000.0,,Payyannur,Kerala,288000.0,Market Standard Salary,Onsite
Research Trainee,"Denkanikota, Tamil Nadu",Not specified,,,Denkanikota,Tamil Nadu,,High Standard Salary,Onsite
Accessories Incharge,"Alleppey, Kerala","₹14,000 - ₹18,000 a month",16000.0,,Alleppey,Kerala,192000.0,Market Standard Salary,Onsite
TRAINEE,Kerala,Not specified,,Kerala,Kerala,Kerala,,High Standard Salary,Onsite
Brand Collaborator,"Hyderabad, Telangana","₹15,000 - ₹20,000 a month",17500.0,,Hyderabad,Telangana,210000.0,Market Standard Salary,Onsite
Trainee Digital(Freshers - BSc/BCA/MCA),Remote,"Up to ₹15,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
General Basic Workers,"Pudukkottai, Tamil Nadu",Not specified,,,Pudukkottai,Tamil Nadu,,High Standard Salary,Onsite
Medical Scribe,"Tenkasi, Tamil Nadu","₹10,000 - ₹12,000 a month",11000.0,,Tenkasi,Tamil Nadu,132000.0,Market Standard Salary,Onsite
Data Analyst Trainee,"Visakhapatnam, Andhra Pradesh",Not specified,,,Visakhapatnam,Andhra Pradesh,,High Standard Salary,Onsite
ATM Service Engineer,"Salem, Tamil Nadu","₹18,000 - ₹24,000 a month",21000.0,,Salem,Tamil Nadu,252000.0,Market Standard Salary,Onsite
Organic Chemist - Trainee - 2024,"Ahmedabad, Gujarat",Not specified,,,Ahmedabad,Gujarat,,High Standard Salary,Onsite
Organic Chemist - Trainee - 2024,"Ahmedabad, Gujarat",Not specified,,,Ahmedabad,Gujarat,,High Standard Salary,Onsite
Factory Incharge,"Thane, Maharashtra","₹40,000 - ₹65,000 a month",52500.0,,Thane,Maharashtra,630000.0,Medium Standard Salary,Onsite
Machine Learning,"Noida, Uttar Pradesh","₹18,000 - ₹30,000 a month",24000.0,,Noida,Uttar Pradesh,288000.0,Market Standard Salary,Onsite
Graduate Trainee - Pickling,"Mahesana, Gujarat",Not specified,,,Mahesana,Gujarat,,High Standard Salary,Onsite
Off Campus Hiring for Fresher Batch 2023 - 24,"Mohali, Punjab","₹3,00,000 - ₹5,00,000 a year",400000.0,,Mohali,Punjab,4800000.0,High Standard Salary,Onsite
Associate Trainee,"Indore, Madhya Pradesh",Not specified,,,Indore,Madhya Pradesh,,High Standard Salary,Onsite
Software Trainee Programmer,"Jubilee Hills, Hyderabad, Telangana",Not specified,,Jubilee Hills,Hyderabad,Telangana,,High Standard Salary,Onsite
Helper - Male Only,"Coimbatore, Tamil Nadu","₹8,000 - ₹12,000 a month",10000.0,,Coimbatore,Tamil Nadu,120000.0,Market Standard Salary,Onsite
Graphic Designer,"Palghat, Kerala","From ₹9,598.81 a month",,,Palghat,Kerala,,High Standard Salary,Onsite
Technical Executive,"Bengaluru, Karnataka","₹30,000 - ₹40,000 a month",35000.0,,Bengaluru,Karnataka,420000.0,Market Standard Salary,Onsite
Teaching & non Teaching,"Bikaner, Rajasthan","From ₹20,000 a month",,,Bikaner,Rajasthan,,High Standard Salary,Onsite
Data Entry Operator,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Database Administrators,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Trainee Associate,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,,High Standard Salary,Onsite
DMO,"Nizamabad, Telangana","₹40,000 - ₹50,000 a month",45000.0,,Nizamabad,Telangana,540000.0,Market Standard Salary,Onsite
Web Designers,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
CA Fresher / Final Group (Pursuing),"Gwalior, Madhya Pradesh",Not specified,,,Gwalior,Madhya Pradesh,,High Standard Salary,Onsite
Personal Secretary,"Noida, Uttar Pradesh","₹75,000 - ₹80,000 a month",77500.0,,Noida,Uttar Pradesh,930000.0,Medium Standard Salary,Onsite
Anchor,"Kochi, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Kochi,Kerala,240000.0,Market Standard Salary,Onsite
Human Resource Intern,"Purasawalkam, Chennai, Tamil Nadu",Not specified,,Purasawalkam,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Software Trainer,"Todupulai, Kerala","From ₹12,000 a month",,,Todupulai,Kerala,,High Standard Salary,Onsite
Modelling,"Delhi, Delhi","From ₹10,000 a day",,,Delhi,Delhi,,High Standard Salary,Onsite
Block Coordinator,"Kidwaipuri, Patna, Bihar","₹12,000 - ₹25,000 a month",18500.0,Kidwaipuri,Patna,Bihar,222000.0,Market Standard Salary,Onsite
Assistant Professor / Associate Professor / Professor,Chandigarh,Not specified,,Chandigarh,Chandigarh,Chandigarh,,High Standard Salary,Onsite
Data Entry Operator/Computer Operator,"Raigarh, Chhattisgarh","₹10,000 - ₹20,000 a month",15000.0,,Raigarh,Chhattisgarh,180000.0,Market Standard Salary,Onsite
Graduate Trainee,"Bengaluru, Karnataka","₹9,000 a month",9000.0,,Bengaluru,Karnataka,108000.0,Market Standard Salary,Onsite
Computer staff - (Female) for kollam,"Kollam, Kerala","₹8,000 - ₹10,000 a month",9000.0,,Kollam,Kerala,108000.0,Market Standard Salary,Onsite
HR Trainee,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Assistant Professor,"Champa, Chhattisgarh","₹25,000 - ₹35,000 a month",30000.0,,Champa,Chhattisgarh,360000.0,Market Standard Salary,Onsite
Hubli - Fresh Graduates for English Ad Design,"Hubli, Karnataka","₹11,150 - ₹25,000 a month",18075.0,,Hubli,Karnataka,216900.0,Market Standard Salary,Onsite
Sales Associate,"Dehradun, Uttarakhand","₹18,000 - ₹21,000 a month",19500.0,,Dehradun,Uttarakhand,234000.0,Market Standard Salary,Onsite
Media Intern (Admin & Teaching),"Nashik, Maharashtra","₹5,000 - ₹6,000 a month",5500.0,,Nashik,Maharashtra,66000.0,Market Standard Salary,Onsite
Sound Engineer,"Navi Mumbai, Maharashtra",Not specified,,,Navi Mumbai,Maharashtra,,High Standard Salary,Onsite
Associate Trainee- Fresher,"Indore, Madhya Pradesh",Not specified,,,Indore,Madhya Pradesh,,High Standard Salary,Onsite
Computer Operator,"Mandvi, Gujarat","₹12,000 - ₹15,000 a month",13500.0,,Mandvi,Gujarat,162000.0,Market Standard Salary,Onsite
Quality Assurance,"Borivali East, Mumbai, Maharashtra",Not specified,,Borivali East,Mumbai,Maharashtra,,High Standard Salary,Onsite
Data entry operater,"Vadapalani, Chennai, Tamil Nadu","₹15,000 - ₹25,000 a month",20000.0,Vadapalani,Chennai,Tamil Nadu,240000.0,Market Standard Salary,Onsite
Brand Collaborator,"Bengaluru, Karnataka","₹15,000 - ₹20,000 a month",17500.0,,Bengaluru,Karnataka,210000.0,Market Standard Salary,Onsite
Fresher Opportunity for the post of Mechanical Trainee Engineer,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Admin,"Mysuru, Karnataka","Up to ₹20,000 a month",,,Mysuru,Karnataka,,High Standard Salary,Onsite
Fresher Full stack developer,"Kottayam, Kerala","₹9,000 - ₹13,000 a month",11000.0,,Kottayam,Kerala,132000.0,Market Standard Salary,Onsite
TRAINEE,"Tanuku, Andhra Pradesh",Not specified,,,Tanuku,Andhra Pradesh,,High Standard Salary,Onsite
fresher electronics engineer,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Assistant Supervisor,"Rajender Nagar, Delhi, Delhi","₹16,000 - ₹21,000 a month",18500.0,Rajender Nagar,Delhi,Delhi,222000.0,Market Standard Salary,Onsite
Assistant Store Keeper,"Aluva, Kerala","₹12,000 - ₹17,500 a month",14750.0,,Aluva,Kerala,177000.0,Market Standard Salary,Onsite
Field Information Officer,"Bhubaneswar, Orissa","₹20,000 - ₹25,000 a month",22500.0,,Bhubaneswar,Orissa,270000.0,Market Standard Salary,Onsite
FEMALE OFFICE STAFF,"Kollam, Kerala",Not specified,,,Kollam,Kerala,,High Standard Salary,Onsite
Trainee,"Ahmedabad, Gujarat",Not specified,,,Ahmedabad,Gujarat,,High Standard Salary,Onsite
Intern / Trainee,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
IPQA Officer,"Kala Amb, Himachal Pradesh","From ₹20,000 a month",,,Kala Amb,Himachal Pradesh,,High Standard Salary,Onsite
Business Analyst (Fresher),"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Trainee Admission Officer,"Mysuru, Karnataka","₹3,00,000 - ₹6,00,000 a year",450000.0,,Mysuru,Karnataka,5400000.0,High Standard Salary,Onsite
GET (Graduate Engineer Trainee),"Erode, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,,Erode,Tamil Nadu,210000.0,Market Standard Salary,Onsite
Trainee programmers,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Trainee Environmental Specialist,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,,High Standard Salary,Onsite
Receptionist (Urgent),"Darjiling, West Bengal",Not specified,,,Darjiling,West Bengal,,High Standard Salary,Onsite
QA Game Tester,"Pune District, Maharashtra","₹18,000 a month",18000.0,,Pune District,Maharashtra,216000.0,Market Standard Salary,Onsite
For fresher(IT Sales),"Madurai, Tamil Nadu","Up to ₹1,20,000.53 a year",,,Madurai,Tamil Nadu,,High Standard Salary,Onsite
Junior Associate,"Mysuru, Karnataka","₹17,000 - ₹19,000 a month",18000.0,,Mysuru,Karnataka,216000.0,Market Standard Salary,Onsite
CAD Designer,"Ambattur, Chennai, Tamil Nadu","From ₹16,500 a month",,Ambattur,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Behavioural Trainer- Fresher,"Bengaluru, Karnataka","₹18,000 - ₹20,000 a month",19000.0,,Bengaluru,Karnataka,228000.0,Market Standard Salary,Onsite
Quality Analyst Intern,"Satellite, Ahmedabad, Gujarat","₹5,000 - ₹7,000 a month",6000.0,Satellite,Ahmedabad,Gujarat,72000.0,Market Standard Salary,Onsite
Jr. Accounts Executive,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
AR Caller Trainee,"Coimbatore, Tamil Nadu","Up to ₹50,000 a month",,,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Pizzahut Team member,"Devanhalli, Karnataka","₹15,500 - ₹20,800 a month",18150.0,,Devanhalli,Karnataka,217800.0,Market Standard Salary,Onsite
Document Scanning,"Moshi, Pune, Maharashtra","From ₹12,000 a month",,Moshi,Pune,Maharashtra,,High Standard Salary,Onsite
"Proofreading, Quality Control & Copy Editing - Freshers Also Welcome","Coimbatore, Tamil Nadu","₹1,05,842.90 - ₹3,63,348.95 a year",234595.925,,Coimbatore,Tamil Nadu,2815151.0,Above Medium Standard Salary,Onsite
QA Trainee,"Noida, Uttar Pradesh",Not specified,,,Noida,Uttar Pradesh,,High Standard Salary,Onsite
Pharma Freshers,"Mumbai Central, Mumbai, Maharashtra","₹2,50,000 - ₹3,50,000 a month",300000.0,Mumbai Central,Mumbai,Maharashtra,3600000.0,Above Medium Standard Salary,Onsite
Human Resource,"Lucknow, Uttar Pradesh","₹3,00,000 - ₹8,00,000 a year",550000.0,,Lucknow,Uttar Pradesh,6600000.0,High Standard Salary,Onsite
Project Billing Specialist,"Shivaji Nagar, Pune, Maharashtra","₹18,000 - ₹25,000 a month",21500.0,Shivaji Nagar,Pune,Maharashtra,258000.0,Market Standard Salary,Onsite
Data Entry Intern,Remote,"₹2,000 - ₹4,000 a month",3000.0,Remote,Remote,Remote,36000.0,Market Standard Salary,Remote
Management Trainee(Financial Planning & Investments) (Job location:- Vadodara Only),"Vadodara, Gujarat","₹18,000 - ₹45,000 a month",31500.0,,Vadodara,Gujarat,378000.0,Market Standard Salary,Onsite
Accounting Trainee,India,Not specified,,India,India,India,,High Standard Salary,Onsite
Programmer,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Python Developer,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Documentation(Freshers),"Kottayam, Kerala","Up to ₹18,000 a month",,,Kottayam,Kerala,,High Standard Salary,Onsite
Bouncer,"Mumbai, Maharashtra","₹25,000 - ₹35,000 a month",30000.0,,Mumbai,Maharashtra,360000.0,Market Standard Salary,Onsite
International Business Development Executive,"Salem, Tamil Nadu",Not specified,,,Salem,Tamil Nadu,,High Standard Salary,Onsite
MEDICAL REPRESENTATIVE VACANCY,"Bolpur, West Bengal","₹15,000 - ₹20,000 a month",17500.0,,Bolpur,West Bengal,210000.0,Market Standard Salary,Onsite
Programme Coordinator,"Kodungallur, Kerala","From ₹3,00,000 a year",,,Kodungallur,Kerala,,High Standard Salary,Onsite
Delivery Boy,"Kottayam, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Kottayam,Kerala,240000.0,Market Standard Salary,Onsite
Graduate Engineer Trainee (GET),"Tiruchchirappalli, Tamil Nadu",Not specified,,,Tiruchchirappalli,Tamil Nadu,,High Standard Salary,Onsite
3D Modeling Artist,"Kazhakoottam, Thiruvananthapuram, Kerala","₹20,000 a month",20000.0,Kazhakoottam,Thiruvananthapuram,Kerala,240000.0,Market Standard Salary,Onsite
Virtual Scribe Trainee,"Hubli, Karnataka","₹30,000 - ₹35,000 a month",32500.0,,Hubli,Karnataka,390000.0,Market Standard Salary,Onsite
INTERNSHIP -HR (NON-PAID),"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Executive - AO&CS,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Delivery Partner/Delivery Executive,"Bengaluru, Karnataka","₹20,000 - ₹60,000 a month",40000.0,,Bengaluru,Karnataka,480000.0,Market Standard Salary,Onsite
Data Analyst,"Chennai, Tamil Nadu","From ₹4,00,000 a year",,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Graduate Trainee,"Kochi, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Kochi,Kerala,210000.0,Market Standard Salary,Onsite
Business Analyst,"Saravanampatti, Coimbatore, Tamil Nadu",Not specified,,Saravanampatti,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Data Entry Operator,"Nagercoil, Tamil Nadu","From ₹2,00,000 a year",,,Nagercoil,Tamil Nadu,,High Standard Salary,Onsite
Client Care Trainee,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Database Administrator,"Chennai, Tamil Nadu","₹19,457.51 - ₹71,405.55 a month",45431.53,,Chennai,Tamil Nadu,545178.4,Market Standard Salary,Onsite
Roto Artist,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
Trainee / Executive Medical Coding,"Salem, Tamil Nadu",Not specified,,,Salem,Tamil Nadu,,High Standard Salary,Onsite
HR recruitment officer,"Tiruppur, Tamil Nadu","₹20,000 - ₹25,000 a month",22500.0,,Tiruppur,Tamil Nadu,270000.0,Market Standard Salary,Onsite
Assisstant Resource Manager_Construction Projects,"Bengaluru, Karnataka","Up to ₹18,000 a month",,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Data Entry Operator (DEO),"INDERLOK, Delhi, Delhi","₹10,720.27 - ₹21,705.17 a month",16212.72,INDERLOK,Delhi,Delhi,194552.64,Market Standard Salary,Onsite
Software Engineer Trainee,"Chennai, Tamil Nadu","₹3,60,000 - ₹4,00,000 a year",380000.0,,Chennai,Tamil Nadu,4560000.0,High Standard Salary,Onsite
Hiring Graduates,"Tiruchchirappalli, Tamil Nadu","₹11,000 - ₹11,200 a month",11100.0,,Tiruchchirappalli,Tamil Nadu,133200.0,Market Standard Salary,Onsite
HR Trainee,"Pune, Maharashtra","₹2,00,000 - ₹3,50,000 a month",275000.0,,Pune,Maharashtra,3300000.0,Above Medium Standard Salary,Onsite
Social Media Influencer,Remote,"₹9,334.49 - ₹14,000.00 a month",11667.245,Remote,Remote,Remote,140006.94,Market Standard Salary,Remote
Social media intern,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Counsellor,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
